Origem;Destino;Peso;Volume;Natureza_Mercadoria;Tipo_Veiculo;Prazo_Entrega
Sao Bernardo do Campo-SP;Sao Paulo-SP;145.600;12;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;65.400;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;116.700;30;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;116.700;30;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;385.110;99;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;73.910;19;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;162.700;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;287.860;74;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;381.150;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;192.300;16;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;90.400;2;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sorocaba-SP;92.080.900;1128;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;324.450;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.736.450;15;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.794.150;9;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.197.900;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sorocaba-SP;47.615.400;781;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;304.200;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.630.950;23;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;251.700;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;546.000;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Cacapava-SP;22.750.000;416;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;382.500;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;65.400;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.900;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;65.400;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.811.400;26;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;222.900;13;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;73.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;419.500;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;466.400;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Itapecerica da Serra-SP;250.000;8;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;168.750;102;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;38.920.000;2705;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Campinas-SP;82.390.000;678;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Campinas-SP;70.500.000;500;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Guarulhos-SP;3.146.850;20;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;2.192.850;14;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;313.200;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Aruja-SP;1.566.450;10;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;110.700;1;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;7.738.650;40;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;14.465.250;76;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.280.250;8;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.148.700;11;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;156.900;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;105.000;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;38.700;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;490.000;7;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;444.900;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;157.400;12;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Louveira-SP;12.820.000;123;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.462.800;43;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.296.300;86;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.067.780;243;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.519.660;133;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;430.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;80.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;240.000;14;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;530.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;70.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;320.000;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;780.000;11;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;240.000;18;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;410.000;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;80.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;70.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sorocaba-SP;13.500.000;150;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;135.600;11;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;72.800;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;31.290;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;325.600;21;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;67.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;38.900;10;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;233.200;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;20.000;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;370.000;29;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Aruja-SP;630.000;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;80.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;80.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;390.000;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;80.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;1.200.000;14;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;157.500;1;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Taubate-SP;1.940.850;12;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;324.450;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;756.450;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;568.800;4;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.291.500;7;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.357.550;13;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guaruja-SP;3.838.500;20;NESTLE;Sprinter longa;72
Sao Bernardo do Campo-SP;Jundiai-SP;29.788.220;1264;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;238.500;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.220.000;36;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.120.000;25;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;110.000;9;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;259.200;22;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;134.550;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;214.800;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;95.150;11;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.089.230;20;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;830.400;11;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;15.370.000;405;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;1.981.350;11;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jundiai-SP;12.661.200;64;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;6.075.000;38;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taubate-SP;377.550;3;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;2.770.650;14;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taubate-SP;783.000;5;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.711.600;20;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.711.600;20;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.143.450;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Itu-SP;939.600;6;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;158.094;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Ubatuba-SP;738.900;5;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;75.800;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;280.100;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;80.200;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;76.000;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;167.800;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.900;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;810.000;14;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;262.000;20;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;129.200;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;393.000;30;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;109.400;9;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;167.800;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;167.800;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;70.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;90.000;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;110.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;80.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Jacarei-SP;5.412.150;29;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jacarei-SP;2.452.050;13;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jacarei-SP;2.118.600;11;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;646.200;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Itu-SP;2.472.300;15;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;7.314.300;38;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;6.052.950;32;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.443.200;29;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.306.150;17;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;6.478.200;34;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Itu-SP;8.533.350;45;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.368.700;17;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Taubate-SP;3.518.550;20;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;7.513.650;39;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Caraguatatuba-SP;166.950;1;NESTLE;BITRUCK;120
Sao Bernardo do Campo-SP;Caraguatatuba-SP;314.100;2;NESTLE;BITRUCK;120
Sao Bernardo do Campo-SP;Sao Paulo-SP;580.000;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;110.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;120.000;9;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;560.000;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;193.050;10;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;11.160.000;120;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.219.040;57;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Cacapava-SP;2.837.250;17;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Jacarei-SP;3.318.300;18;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Guarulhos-SP;14.474.100;131;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;21.579.970;225;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;82.892.700;443;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;17.901.000;234;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.790.000;31;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;198.840;3;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;43.950;6;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;24.552.000;186;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.289.930;134;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;379.080;108;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;246.100;21;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;615.960;66;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.864.160;816;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;170.400;9;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;434.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Jarinu-SP;25.160.000;1920;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Guaruja-SP;1.039.950;5;NESTLE;Sprinter longa;72
Sao Bernardo do Campo-SP;Bertioga-SP;19.648.350;101;NESTLE;Sprinter longa;120
Sao Bernardo do Campo-SP;Guaruja-SP;8.739.450;45;NESTLE;Sprinter longa;72
Sao Bernardo do Campo-SP;Cubatao-SP;6.819.300;36;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;940.950;6;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Guarulhos-SP;8.947.800;44;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;2.266.200;12;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;14.423.850;82;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;201.700;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;122.400;10;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;118.100;9;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;119.600;10;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;368.600;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;67.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Praia Grande-SP;7.151.400;37;NESTLE;Toco;120
Sao Bernardo do Campo-SP;Praia Grande-SP;15.218.550;75;NESTLE;Toco;120
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.592.850;53;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Guarulhos-SP;3.375.230;130;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.304.190;328;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sorocaba-SP;81.021.000;3108;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;342.890;29;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;280.520;43;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;314.500;26;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;497.980;43;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;78.700;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.432.680;119;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;233.200;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;70.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.635.000;25;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;285.400;24;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;225.700;19;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;525.600;43;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;104.800;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;308.700;26;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Praia Grande-SP;16.831.800;86;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Praia Grande-SP;156.600;1;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Guarulhos-SP;149.300;2;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Guarulhos-SP;371.840;42;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Guarulhos-SP;550.300;7;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Guarulhos-SP;32.351.070;799;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Praia Grande-SP;12.733.200;68;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Sao Paulo-SP;40.800;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;266.800;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;129.600;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Santos-SP;9.399.600;50;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;5.350.950;28;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;8.051.850;42;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;297.329;3;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;1.079.550;6;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;3.717.450;18;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Cacapava-SP;1.289.250;7;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Pindamonhangaba-SP;469.800;3;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Campos do Jordao-SP;7.738.650;40;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Itu-SP;1.568.250;10;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Salto-SP;1.413.900;9;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sorocaba-SP;912.150;5;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Vicente-SP;4.345.650;22;NESTLE;Sprinter longa;120
Sao Bernardo do Campo-SP;Sao Vicente-SP;11.890.800;61;NESTLE;Sprinter longa;120
Sao Bernardo do Campo-SP;Sao Vicente-SP;2.356.650;15;NESTLE;Sprinter longa;120
Sao Bernardo do Campo-SP;Praia Grande-SP;3.146.850;20;NESTLE;Sprinter longa;120
Sao Bernardo do Campo-SP;Salto-SP;911.250;5;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Itu-SP;10.044.000;53;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Guaruja-SP;1.289.250;7;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taubate-SP;3.572.100;37;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;4.032.900;20;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taubate-SP;6.052.500;30;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;6.052.500;30;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;6.293.700;40;NESTLE;Sprinter longa;72
Sao Bernardo do Campo-SP;Taboao da Serra-SP;629.550;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Taboao da Serra-SP;2.834.100;14;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Itapecerica da Serra-SP;4.700.250;25;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Taboao da Serra-SP;1.103.850;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Cotia-SP;1.067.850;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;18.279.000;150;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.690.000;96;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.420.660;107;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Santos-SP;190.000;5;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Sorocaba-SP;138.810;2;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;138.810;2;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;330.220;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sorocaba-SP;985.190;14;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Guarulhos-SP;29.680.000;1339;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Presidente Prudente-SP;138.810;2;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sorocaba-SP;607.600;9;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;47.378.510;529;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;419.500;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;303.300;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;539.100;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.900;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;36.500;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;104.800;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.073.500;15;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;927.450;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;104.400;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;70.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;59.800;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;86.000;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;145.800;12;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Presidente Prudente-SP;192.130;3;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sorocaba-SP;587.200;8;NESTLE;Caminhao 3/4 D+1;48
Sao Bernardo do Campo-SP;Presidente Prudente-SP;7.202.800;61;NESTLE;Toco;72
